location_raw;Índice de Gini;Distribución de la renta P80/P20
0306505022 Elche/Elx sección 05022;31,3;2,6
0306505023 Elche/Elx sección 05023;32,2;3
0306505024 Elche/Elx sección 05024;31,6;2,9
0306505025 Elche/Elx sección 05025;29;2,6
0306505026 Elche/Elx sección 05026;27,9;2,3
0306505027 Elche/Elx sección 05027;35,3;3
0306505028 Elche/Elx sección 05028;37,5;3,2
0306506 Elche/Elx distrito 06;29,8;2,4
0306506001 Elche/Elx sección 06001;37,5;3,2
0306506002 Elche/Elx sección 06002;35,4;2,8
0306506003 Elche/Elx sección 06003;33,7;2,9
0306506004 Elche/Elx sección 06004;30,8;2,6
0306506005 Elche/Elx sección 06005;30,5;2,4
0306506006 Elche/Elx sección 06006;29,3;2,2
0306506007 Elche/Elx sección 06007;27,9;2,1
0306506008 Elche/Elx sección 06008;28;2,4
0306506009 Elche/Elx sección 06009;26,2;2,1
0306506010 Elche/Elx sección 06010;30,7;2,5
0306506011 Elche/Elx sección 06011;29,2;2,4
0306506012 Elche/Elx sección 06012;30;2,9
0306506013 Elche/Elx sección 06013;31,8;3
0306506014 Elche/Elx sección 06014;29,7;2,5
0306506015 Elche/Elx sección 06015;28,2;2,3
0306506016 Elche/Elx sección 06016;28,4;2,7
0306506017 Elche/Elx sección 06017;29,4;2,5
0306506018 Elche/Elx sección 06018;32,2;2,6
0306506019 Elche/Elx sección 06019;28;2,3
0306506020 Elche/Elx sección 06020;27;2,4
0306506021 Elche/Elx sección 06021;29,1;2,5
0306506022 Elche/Elx sección 06022;25,3;2,1
0306506023 Elche/Elx sección 06023;28;2,2
0306507 Elche/Elx distrito 07;33;2,6
0306507001 Elche/Elx sección 07001;35,1;2,6
0306507002 Elche/Elx sección 07002;37;3,4
0306507003 Elche/Elx sección 07003;34,5;2,8
0306507004 Elche/Elx sección 07004;45;2,7
0306507005 Elche/Elx sección 07005;29,8;2,4
0306507006 Elche/Elx sección 07006;31,3;2,8
0306507007 Elche/Elx sección 07007;34,8;2,9
0306507008 Elche/Elx sección 07008;35,8;2,9
0306507009 Elche/Elx sección 07009;34,2;2,6
0306507010 Elche/Elx sección 07010;27,4;2,3
0306507011 Elche/Elx sección 07011;26,2;2,2
0306507012 Elche/Elx sección 07012;34,8;3
0306507013 Elche/Elx sección 07013;30,8;2,5
0306507014 Elche/Elx sección 07014;30,2;2,6
0306507015 Elche/Elx sección 07015;30,6;2,7
0306507016 Elche/Elx sección 07016;28,4;2,4
0306507017 Elche/Elx sección 07017;31,1;2,6
0306507018 Elche/Elx sección 07018;32,3;2,7
0306507019 Elche/Elx sección 07019;28,7;2,5
0306507020 Elche/Elx sección 07020;36,2;3,4
0306507021 Elche/Elx sección 07021;31,9;2,7
0306507022 Elche/Elx sección 07022;30,8;2,5
0306507023 Elche/Elx sección 07023;31,3;2,5
0306507024 Elche/Elx sección 07024;33,7;3
0306507025 Elche/Elx sección 07025;30,8;2,7
0306507026 Elche/Elx sección 07026;32;2,6
01022 Elciego;;
0102201 Elciego distrito 01;;
0102201001 Elciego sección 01001;;
03066 Elda;33,1;2,8
0306601 Elda distrito 01;34,3;3,3
0306601001 Elda sección 01001;45,6;4,8
0306601002 Elda sección 01002;28,9;2,5
0306601003 Elda sección 01003;31,5;2,7
0306601004 Elda sección 01004;39;4,4
0306601005 Elda sección 01005;32,3;2,9
0306601006 Elda sección 01006;29,5;2,5
0306602 Elda distrito 02;30,8;2,4
0306602001 Elda sección 02001;33,9;2,7
0306602002 Elda sección 02002;29,7;2,3
0306602003 Elda sección 02003;29,1;2,5
0306602004 Elda sección 02004;29,3;2,6
0306603 Elda distrito 03;34,6;2,9
0306603001 Elda sección 03001;34,6;2,9
0306604 Elda distrito 04;32,5;2,9
0306604001 Elda sección 04001;32,8;2,9
0306604002 Elda sección 04002;33,2;2,7
0306604003 Elda sección 04003;27,9;2,4
0306604004 Elda sección 04004;31;2,9
0306604005 Elda sección 04005;35,8;3,2
0306604006 Elda sección 04006;32,8;3
0306604007 Elda sección 04007;30,2;2,7
0306604008 Elda sección 04008;27;2,4
0306604009 Elda sección 04009;28,9;2,6
0306604010 Elda sección 04010;29,7;2,5
0306604011 Elda sección 04011;29;2,8
0306604012 Elda sección 04012;30,8;2,7
0306604013 Elda sección 04013;28,8;2,4
0306604014 Elda sección 04014;37,6;3,9
0306604015 Elda sección 04015;36,4;3
0306604016 Elda sección 04016;32,2;2,9
0306604017 Elda sección 04017;31;2,9
0306604018 Elda sección 04018;30,1;2,6
0306605 Elda distrito 05;33,6;2,8
0306605001 Elda sección 05001;33,2;2,6
0306605002 Elda sección 05002;30,4;2,6
0306605003 Elda sección 05003;29,8;2,5
0306605004 Elda sección 05004;31,2;2,8
0306605005 Elda sección 05005;31,4;2,5
0306605006 Elda sección 05006;33,5;2,7
0306605007 Elda sección 05007;30,7;2,4
0306605008 Elda sección 05008;30,2;2,3
0306605009 Elda sección 05009;38,2;4,8
0306605010 Elda sección 05010;30,3;2,6
0306605011 Elda sección 05011;32,5;3,2
0306605012 Elda sección 05012;33,4;3,1
20031 Elduain;28,2;2,2
2003101 Elduain distrito 01;28,2;2,2
2003101001 Elduain sección 01001;28,2;2,2
20033 Elgeta;30,1;2,4
2003301 Elgeta distrito 01;30,1;2,4
2003301001 Elgeta sección 01001;30,1;2,4
20032 Elgoibar;29,2;2,4
2003201 Elgoibar distrito 01;29,2;2,4
2003201001 Elgoibar sección 01001;29,1;2,5
2003201002 Elgoibar sección 01002;33,2;2,8
2003201003 Elgoibar sección 01003;30,8;2,4
2003201004 Elgoibar sección 01004;35,2;3,1
2003201005 Elgoibar sección 01005;29,2;2,4
2003201006 Elgoibar sección 01006;27,7;2,4
2003201007 Elgoibar sección 01007;24,2;1,9
2003201008 Elgoibar sección 01008;27,3;2,5
2003201010 Elgoibar sección 01010;25,3;2,2
31087 Elgorriaga;;
3108701 Elgorriaga distrito 01;;
3108701001 Elgorriaga sección 01001;;
46116 Eliana, l';34,1;3
4611601 Eliana, l' distrito 01;34,1;3
4611601001 Eliana, l' sección 01001;32,3;2,6
4611601002 Eliana, l' sección 01002;35;3,1
4611601003 Eliana, l' sección 01003;33,5;3
4611601004 Eliana, l' sección 01004;31,9;2,7
4611601005 Eliana, l' sección 01005;30,6;2,6
4611601006 Eliana, l' sección 01006;35;2,8
4611601007 Eliana, l' sección 01007;30,7;2,5
4611601008 Eliana, l' sección 01008;31,2;2,7
4611601009 Eliana, l' sección 01009;32,9;2,7
4611601010 Eliana, l' sección 01010;38,3;3,3
10072 Eljas;30,1;2,7
1007201 Eljas distrito 01;30,1;2,7
1007201001 Eljas sección 01001;30,1;2,7
48032 Elorrio;26,6;2,2
4803201 Elorrio distrito 01;26,6;2,2
4803201001 Elorrio sección 01001;24,8;2,2
4803201002 Elorrio sección 01002;28,7;2,4
4803201003 Elorrio sección 01003;25,4;2,2
4803201004 Elorrio sección 01004;27,2;2,3
4803201005 Elorrio sección 01005;27,8;2,3
01023 Elvillar/Bilar;;
0102301 Elvillar/Bilar distrito 01;;
0102301001 Elvillar/Bilar sección 01001;;
19109 Embid;.;.
1910901 Embid distrito 01;.;.
1910901001 Embid sección 01001;.;.
50096 Embid de Ariza;.;.
5009601 Embid de Ariza distrito 01;.;.
5009601001 Embid de Ariza sección 01001;.;.
46117 Emperador;28,1;2,6
4611701 Emperador distrito 01;28,1;2,6
4611701001 Emperador sección 01001;28,1;2,6
37120 Encina de San Silvestre;23,2;1,9
3712001 Encina de San Silvestre distrito 01;23,2;1,9
3712001001 Encina de San Silvestre sección 01001;23,2;1,9
37119 Encina, La;.;.
3711901 Encina, La distrito 01;.;.
3711901001 Encina, La sección 01001;.;.
50098 Encinacorba;37,9;3,2
5009801 Encinacorba distrito 01;37,9;3,2
5009801001 Encinacorba sección 01001;37,9;3,2
40071 Encinas;.;.
4007101 Encinas distrito 01;.;.
4007101001 Encinas sección 01001;.;.
37121 Encinas de Abajo;26;2,3
3712101 Encinas de Abajo distrito 01;26;2,3
3712101001 Encinas de Abajo sección 01001;26;2,3
37122 Encinas de Arriba;24,3;2,3
3712201 Encinas de Arriba distrito 01;24,3;2,3
3712201001 Encinas de Arriba sección 01001;24,3;2,3
47060 Encinas de Esgueva;28;2,8
4706001 Encinas de Esgueva distrito 01;28;2,8
4706001001 Encinas de Esgueva sección 01001;28;2,8
14024 Encinas Reales;27,2;2,1
1402401 Encinas Reales distrito 01;28;2,3
1402401001 Encinas Reales sección 01001;28;2,3
1402402 Encinas Reales distrito 02;25,7;2,2
1402402001 Encinas Reales sección 02001;25,7;2,2
21031 Encinasola;29,2;2,4
2103101 Encinasola distrito 01;29,2;2,4
2103101001 Encinasola sección 01001;29,2;2,4
37123 Encinasola de los Comendadores;29,2;2,3
3712301 Encinasola de los Comendadores distrito 01;29,2;2,3
3712301001 Encinasola de los Comendadores sección 01001;29,2;2,3
24067 Encinedo;29;2,3
2406701 Encinedo distrito 01;29;2,3
2406701001 Encinedo sección 01001;29;2,3
40072 Encinillas;27,8;2,3
4007201 Encinillas distrito 01;27,8;2,3
4007201001 Encinillas sección 01001;27,8;2,3
09120 Encío;.;.
0912001 Encío distrito 01;.;.
0912001001 Encío sección 01001;.;.
26058 Enciso;35,5;3,2
2605801 Enciso distrito 01;35,5;3,2
2605801001 Enciso sección 01001;35,5;3,2
37124 Endrinal;23,8;1,9
3712401 Endrinal distrito 01;23,8;1,9
3712401001 Endrinal sección 01001;23,8;1,9
31089 Enériz/Eneritz;;
3108901 Enériz/Eneritz distrito 01;;
3108901001 Enériz/Eneritz sección 01001;;
46118 Enguera;28,3;2,4
4611801 Enguera distrito 01;28,3;2,4
4611801001 Enguera sección 01001;28,6;2,4
4611801002 Enguera sección 01002;28,2;2,3
4611801003 Enguera sección 01003;28,1;2,3
16082 Enguídanos;27,1;2,3
1608201 Enguídanos distrito 01;27,1;2,3
1608201001 Enguídanos sección 01001;27,1;2,3
04041 Enix;32,8;2,7
0404101 Enix distrito 01;32,8;2,7
0404101001 Enix sección 01001;32,8;2,7
46119 Ènova, l';27,1;2,1
4611901 Ènova, l' distrito 01;27,1;2,1
4611901001 Ènova, l' sección 01001;27,1;2,1
49061 Entrala;30;2,3
4906101 Entrala distrito 01;30;2,3
4906101001 Entrala sección 01001;30;2,3
39028 Entrambasaguas;26,9;2,2
3902801 Entrambasaguas distrito 01;26,9;2,2
3902801001 Entrambasaguas sección 01001;26,9;2,3
3902801002 Entrambasaguas sección 01002;27,6;2,2
3902801003 Entrambasaguas sección 01003;26,2;2,2
26059 Entrena;31,4;2,5
2605901 Entrena distrito 01;31,4;2,5
2605901001 Entrena sección 01001;31,4;2,5
32030 Entrimo;29,8;2,6
3203001 Entrimo distrito 01;29,8;2,6
3203001001 Entrimo sección 01001;29,8;2,6
06045 Entrín Bajo;35;3,3
0604501 Entrín Bajo distrito 01;35;3,3
0604501001 Entrín Bajo sección 01001;35;3,3
50099 Épila;33,8;3
5009901 Épila distrito 01;27,6;2,2
5009901001 Épila sección 01001;25,4;2,2
5009901002 Épila sección 01002;30,5;2,2
5009902 Épila distrito 02;45,6;4,8
5009902001 Épila sección 02001;45,6;4,8
5009903 Épila distrito 03;27,9;2,4
5009903001 Épila sección 03001;27,9;2,4
48902 Erandio;28,8;2,5
4890201 Erandio distrito 01;30;2,7
4890201001 Erandio sección 01001;29,2;2,7
4890201002 Erandio sección 01002;28,6;2,4
4890201003 Erandio sección 01003;32,2;3,2
4890201004 Erandio sección 01004;30,9;2,6
4890201005 Erandio sección 01005;32,2;2,9
4890201006 Erandio sección 01006;29,4;2,6
4890201007 Erandio sección 01007;30,5;2,6
4890201008 Erandio sección 01008;24,8;2,2
4890201009 Erandio sección 01009;30,5;2,6
4890202 Erandio distrito 02;27,1;2,3
4890202001 Erandio sección 02001;28,7;2,5
4890202002 Erandio sección 02002;25,4;2,2
4890202003 Erandio sección 02003;24,6;2,1
4890202004 Erandio sección 02004;27,2;2,4
4890202005 Erandio sección 02005;28;2,5
4890202006 Erandio sección 02006;25,7;2,4
4890202007 Erandio sección 02007;25,5;2,3
4890202008 Erandio sección 02008;28,6;2,5
4890203 Erandio distrito 03;29,9;2,7
4890203001 Erandio sección 03001;31,2;2,9
4890203002 Erandio sección 03002;29;2,4
4890203003 Erandio sección 03003;28,6;2,6
31090 Eratsun;;
3109001 Eratsun distrito 01;;
3109001001 Eratsun sección 01001;;
24068 Ercina, La;24,2;2,3
2406801 Ercina, La distrito 01;24,2;2,3
2406801001 Ercina, La sección 01001;24,2;2,3
48033 Ereño;26,7;2,7
4803301 Ereño distrito 01;26,7;2,7
4803301001 Ereño sección 01001;26,7;2,7
31091 Ergoiena;;
3109101 Ergoiena distrito 01;;
3109101001 Ergoiena sección 01001;;
50100 Erla;27,8;2,5
5010001 Erla distrito 01;27,8;2,5
5010001001 Erla sección 01001;27,8;2,5
48034 Ermua;26,7;2,3
4803401 Ermua distrito 01;26,7;2,3
4803401001 Ermua sección 01001;27,5;2,3
4803401002 Ermua sección 01002;26,2;2,2
4803401003 Ermua sección 01003;26,5;2,3
4803401004 Ermua sección 01004;26,6;2,4
4803401005 Ermua sección 01005;28,4;2,5
4803401006 Ermua sección 01006;26,2;2,3
4803401007 Ermua sección 01007;24,9;2,2
4803401008 Ermua sección 01008;26;2,2
4803401009 Ermua sección 01009;26,2;2,2
4803401010 Ermua sección 01010;27,2;2,3
4803401011 Ermua sección 01011;24,4;2,1
20067 Errenteria;26,3;2,3
2006701 Errenteria distrito 01;26,3;2,3
2006701001 Errenteria sección 01001;27;2,6
2006701002 Errenteria sección 01002;25,7;2,1
2006701003 Errenteria sección 01003;27,8;2,5
2006701004 Errenteria sección 01004;25;2
2006701005 Errenteria sección 01005;25,3;2,3
2006701006 Errenteria sección 01006;26,3;2,2
2006701007 Errenteria sección 01007;26,3;2,5
2006701008 Errenteria sección 01008;26,8;2,3
2006701009 Errenteria sección 01009;29,6;2,6
2006701010 Errenteria sección 01010;25,6;2,3
2006701013 Errenteria sección 01013;25,5;2,3
2006701014 Errenteria sección 01014;29,7;2,7
2006701015 Errenteria sección 01015;24,9;2,2
2006701016 Errenteria sección 01016;24;2,2
2006701017 Errenteria sección 01017;29,3;2,6
2006701018 Errenteria sección 01018;27,9;2,1
2006701019 Errenteria sección 01019;24,5;2
2006701020 Errenteria sección 01020;24,5;2,2
2006701022 Errenteria sección 01022;24,9;2,1
2006701023 Errenteria sección 01023;27,1;2,4
2006701024 Errenteria sección 01024;23,6;2,1
2006701025 Errenteria sección 01025;22,5;2,1
2006701026 Errenteria sección 01026;24,5;2,1
2006701027 Errenteria sección 01027;22,1;1,9
2006701028 Errenteria sección 01028;28,6;2,6
2006701029 Errenteria sección 01029;26,2;2,3
2006701030 Errenteria sección 01030;23,9;2,1
2006701032 Errenteria sección 01032;26;2,2
2006701034 Errenteria sección 01034;30,2;2,6
2006701035 Errenteria sección 01035;22,1;1,8
2006701036 Errenteria sección 01036;22,8;1,9
20066 Errezil;30,1;2,5
2006601 Errezil distrito 01;30,1;2,5
2006601001 Errezil sección 01001;30,1;2,5
01047 Erriberabeitia;;
0104701 Ribera Baja/Erribera Beitia distrito 01;;
0104701001 Erriberabeitia sección 01001;;
01046 Erriberagoitia/Ribera Alta;;
0104601 Erriberagoitia/Ribera Alta distrito 01;;
0104601001 Erriberagoitia/Ribera Alta sección 01001;;
48079 Errigoiti;26,9;2,1
4807901 Errigoiti distrito 01;26,9;2,1
4807901001 Errigoiti sección 01001;26,9;2,1
31092 Erro;;
3109201 Erro distrito 01;;
3109201001 Erro sección 01001;;
45060 Erustes;30,5;2,1
4506001 Erustes distrito 01;30,5;2,1
4506001001 Erustes sección 01001;30,5;2,1
21032 Escacena del Campo;26,1;2,2
2103201 Escacena del Campo distrito 01;26,1;2,2
2103201001 Escacena del Campo sección 01001;26,1;2,2
17062 Escala, L';34,8;2,9
1706201 Escala, L' distrito 01;34,8;2,9
1706201001 Escala, L' sección 01001;33,7;2,7
1706201002 Escala, L' sección 01002;35,9;3
1706201003 Escala, L' sección 01003;34,8;3,1
1706201004 Escala, L' sección 01004;28,6;2,6
1706201005 Escala, L' sección 01005;37;3,4
39029 Escalante;27,1;2,4
3902901 Escalante distrito 01;27,1;2,4
3902901001 Escalante sección 01001;27,1;2,4
45061 Escalona;33,1;2,9
4506101 Escalona distrito 01;33,1;2,9
4506101001 Escalona sección 01001;32,3;2,6
4506101002 Escalona sección 01002;34,1;2,9
40073 Escalona del Prado;28,6;2,6
4007301 Escalona del Prado distrito 01;28,6;2,6
4007301001 Escalona del Prado sección 01001;28,6;2,6
45062 Escalonilla;30,4;2,4
4506201 Escalonilla distrito 01;30,4;2,4
4506201001 Escalonilla sección 01001;30,4;2,4
19110 Escamilla;.;.
1911001 Escamilla distrito 01;.;.
1911001001 Escamilla sección 01001;.;.
23031 Escañuela;22,6;2
2303101 Escañuela distrito 01;22,6;2
2303101001 Escañuela sección 01001;22,6;2
40074 Escarabajosa de Cabezas;30;2,6
4007401 Escarabajosa de Cabezas distrito 01;30;2,6
4007401001 Escarabajosa de Cabezas sección 01001;30;2,6
19111 Escariche;32,3;3,5
1911101 Escariche distrito 01;32,3;3,5
1911101001 Escariche sección 01001;32,3;3,5
50101 Escatrón;35,8;3,4
5010101 Escatrón distrito 01;35,8;3,4
5010101001 Escatrón sección 01001;35,8;3,4
24069 Escobar de Campos;.;.
2406901 Escobar de Campos distrito 01;.;.
2406901001 Escobar de Campos sección 01001;.;.
40075 Escobar de Polendos;30,2;2,8
4007501 Escobar de Polendos distrito 01;30,2;2,8
4007501001 Escobar de Polendos sección 01001;30,2;2,8
42079 Escobosa de Almazán;.;.
4207901 Escobosa de Almazán distrito 01;.;.
4207901001 Escobosa de Almazán sección 01001;.;.
19112 Escopete;.;.
1911201 Escopete distrito 01;.;.
1911201001 Escopete sección 01001;.;.
07019 Escorca;33,8;2,2
0701901 Escorca distrito 01;33,8;2,2
0701901001 Escorca sección 01001;33,8;2,2
28054 Escorial, El;33,4;2,9
2805401 Escorial, El distrito 01;33;2,9
2805401001 Escorial, El sección 01001;30,7;2,8
2805401002 Escorial, El sección 01002;30,8;2,8
2805401003 Escorial, El sección 01003;31,7;2,8
2805401004 Escorial, El sección 01004;35;2,9
2805402 Escorial, El distrito 02;33,1;2,8
2805402001 Escorial, El sección 02001;36,1;3,4
2805402002 Escorial, El sección 02002;34,1;2,8
2805402003 Escorial, El sección 02003;30;2,3
2805402004 Escorial, El sección 02004;33;2,8
2805402005 Escorial, El sección 02005;31,5;2,7
44097 Escorihuela;28,6;2,5
4409701 Escorihuela distrito 01;28,6;2,5
4409701001 Escorihuela sección 01001;28,6;2,5
44099 Escucha;29,4;2,5
4409901 Escucha distrito 01;29,4;2,5
4409901001 Escucha sección 01001;29,4;2,5
10073 Escurial;27,1;2,1
1007301 Escurial distrito 01;27,1;2,1
1007301001 Escurial sección 01001;27,1;2,1
37125 Escurial de la Sierra;30,8;3,2
3712501 Escurial de la Sierra distrito 01;30,8;3,2
3712501001 Escurial de la Sierra sección 01001;30,8;3,2
18072 Escúzar;25,6;2
1807201 Escúzar distrito 01;25,6;2
1807201001 Escúzar sección 01001;25,6;2
32031 Esgos;28,3;2,3
3203101 Esgos distrito 01;28,3;2,3
3203101001 Esgos sección 01001;28,3;2,3
47061 Esguevillas de Esgueva;31,9;2,4
4706101 Esguevillas de Esgueva distrito 01;31,9;2,4
4706101001 Esguevillas de Esgueva sección 01001;31,9;2,4
20034 Eskoriatza;23,5;2
2003401 Eskoriatza distrito 01;23,5;2
2003401001 Eskoriatza sección 01001;22,9;1,9
2003401002 Eskoriatza sección 01002;23,9;2
31094 Eslava;;
3109401 Eslava distrito 01;;
3109401001 Eslava sección 01001;;
12057 Eslida;27;2,4
1205701 Eslida distrito 01;27;2,4
1205701001 Eslida sección 01001;27;2,4
37126 Espadaña;.;.
3712601 Espadaña distrito 01;.;.
3712601001 Espadaña sección 01001;.;.
49062 Espadañedo;28,2;2,2
4906201 Espadañedo distrito 01;28,2;2,2
4906201001 Espadañedo sección 01001;28,2;2,2
12058 Espadilla;.;.
1205801 Espadilla distrito 01;.;.
1205801001 Espadilla sección 01001;.;.
06046 Esparragalejo;24,8;2,3
0604601 Esparragalejo distrito 01;24,8;2,3
0604601001 Esparragalejo sección 01001;24,8;2,3
06047 Esparragosa de la Serena;24,7;2
0604701 Esparragosa de la Serena distrito 01;24,7;2
0604701001 Esparragosa de la Serena sección 01001;24,7;2
06048 Esparragosa de Lares;26,1;2,1
0604801 Esparragosa de Lares distrito 01;26,1;2,1
0604801001 Esparragosa de Lares sección 01001;26,1;2,1
08076 Esparreguera;26,9;2,3
0807601 Esparreguera distrito 01;28,3;2,6
0807601001 Esparreguera sección 01001;28,7;2,6
0807601002 Esparreguera sección 01002;28,1;2,6
0807601003 Esparreguera sección 01003;29,5;2,6
0807601004 Esparreguera sección 01004;27,8;2,4
0807601005 Esparreguera sección 01005;29;2,5
0807601006 Esparreguera sección 01006;24,6;2,1
0807602 Esparreguera distrito 02;25,1;2,1
0807602001 Esparreguera sección 02001;25;2,1
