location_raw;Fuente de ingreso: salario;Fuente de ingreso: pensiones;Fuente de ingreso: prestaciones por desempleo;Fuente de ingreso: otras prestaciones;Fuente de ingreso: otros ingresos
0812701 Monistrol de Montserrat distrito 01;9514;3197;282;858;887
0812701001 Monistrol de Montserrat sección 01001;8215;3489;207;924;757
0812701002 Monistrol de Montserrat sección 01002;10099;3066;316;828;945
37197 Monleón;;;;;
3719701 Monleón distrito 01;;;;;
3719701001 Monleón sección 01001;;;;;
37198 Monleras;6976;3488;185;486;1171
3719801 Monleras distrito 01;6976;3488;185;486;1171
3719801001 Monleras sección 01001;6976;3488;185;486;1171
03089 Monóvar/Monòver;5673;2423;396;415;937
0308901 Monóvar/Monòver distrito 01;5575;2383;418;412;866
0308901001 Monóvar/Monòver sección 01001;4981;2325;453;341;537
0308901002 Monóvar/Monòver sección 01002;4521;2801;382;392;606
0308901003 Monóvar/Monòver sección 01003;5093;2358;385;554;316
0308901004 Monóvar/Monòver sección 01004;4922;2281;405;472;676
0308901005 Monóvar/Monòver sección 01005;4770;2319;449;467;585
0308901006 Monóvar/Monòver sección 01006;6827;2353;329;432;1548
0308901007 Monóvar/Monòver sección 01007;5604;3147;366;350;1613
0308901008 Monóvar/Monòver sección 01008;6449;1981;445;403;926
0308901009 Monóvar/Monòver sección 01009;6156;2121;478;376;809
0308901010 Monóvar/Monòver sección 01010;4607;2733;508;310;583
0308902 Monóvar/Monòver distrito 02;6119;2603;297;431;1258
0308902001 Monóvar/Monòver sección 02001;6119;2603;297;431;1258
50172 Monreal de Ariza;5813;3742;122;588;3335
5017201 Monreal de Ariza distrito 01;5813;3742;122;588;3335
5017201001 Monreal de Ariza sección 01001;5813;3742;122;588;3335
44153 Monreal del Campo;8605;2613;176;384;1594
4415301 Monreal del Campo distrito 01;8605;2613;176;384;1594
4415301001 Monreal del Campo sección 01001;8375;2936;159;448;1594
4415301002 Monreal del Campo sección 01002;8881;2226;195;307;1595
16128 Monreal del Llano;;;;;
1612801 Monreal del Llano distrito 01;;;;;
1612801001 Monreal del Llano sección 01001;;;;;
31172 Monreal/Elo;;;;;
3117201 Monreal/Elo distrito 01;;;;;
3117201001 Monreal/Elo sección 01001;;;;;
10125 Monroy;4322;2736;461;591;1087
1012501 Monroy distrito 01;4322;2736;461;591;1087
1012501001 Monroy sección 01001;4322;2736;461;591;1087
44154 Monroyo;6098;2454;131;502;2620
4415401 Monroyo distrito 01;6098;2454;131;502;2620
4415401001 Monroyo sección 01001;6098;2454;131;502;2620
37199 Monsagro;5389;3736;407;565;694
3719901 Monsagro distrito 01;5389;3736;407;565;694
3719901001 Monsagro sección 01001;5389;3736;407;565;694
05133 Monsalupe;;;;;
0513301 Monsalupe distrito 01;;;;;
0513301001 Monsalupe sección 01001;;;;;
17109 Montagut i Oix;10091;2792;196;596;3243
1710901 Montagut i Oix distrito 01;10091;2792;196;596;3243
1710901001 Montagut i Oix sección 01001;10091;2792;196;596;3243
44155 Montalbán;7322;6212;201;634;985
4415501 Montalbán distrito 01;7322;6212;201;634;985
4415501001 Montalbán sección 01001;7322;6212;201;634;985
14040 Montalbán de Córdoba;4282;2481;666;503;2093
1404001 Montalbán de Córdoba distrito 01;4325;2660;565;585;2660
1404001001 Montalbán de Córdoba sección 01001;4325;2660;565;585;2660
1404002 Montalbán de Córdoba distrito 02;4250;2346;742;442;1664
1404002001 Montalbán de Córdoba sección 02001;4100;3094;656;411;1914
1404002002 Montalbán de Córdoba sección 02002;4354;1829;802;462;1490
16129 Montalbanejo;5636;3257;153;189;2586
1612901 Montalbanejo distrito 01;5636;3257;153;189;2586
1612901001 Montalbanejo sección 01001;5636;3257;153;189;2586
16130 Montalbo;5997;2559;315;510;1774
1613001 Montalbo distrito 01;5997;2559;315;510;1774
1613001001 Montalbo sección 01001;5997;2559;315;510;1774
02050 Montalvos;;;;;
0205001 Montalvos distrito 01;;;;;
0205001001 Montalvos sección 01001;;;;;
49123 Montamarta;4697;3698;199;545;1362
4912301 Montamarta distrito 01;4697;3698;199;545;1362
4912301001 Montamarta sección 01001;4697;3698;199;545;1362
12078 Montán;5664;4691;207;456;1344
1207801 Montán distrito 01;5664;4691;207;456;1344
1207801001 Montán sección 01001;5664;4691;207;456;1344
10126 Montánchez;4906;3417;402;602;1693
1012601 Montánchez distrito 01;4790;4366;393;563;1645
1012601001 Montánchez sección 01001;4790;4366;393;563;1645
1012602 Montánchez distrito 02;4976;2843;407;625;1722
1012602001 Montánchez sección 02001;4976;2843;407;625;1722
12079 Montanejos;7156;3546;374;340;2983
1207901 Montanejos distrito 01;7156;3546;374;340;2983
1207901001 Montanejos sección 01001;7156;3546;374;340;2983
22157 Montanuy;10027;3731;257;393;2533
2215701 Montanuy distrito 01;10027;3731;257;393;2533
2215701001 Montanuy sección 01001;10027;3731;257;393;2533
19193 Montarrón;;;;;
1919301 Montarrón distrito 01;;;;;
1919301001 Montarrón sección 01001;;;;;
46173 Montaverner;7550;2468;251;402;935
4617301 Montaverner distrito 01;7550;2468;251;402;935
4617301001 Montaverner sección 01001;7550;2468;251;402;935
43086 Montblanc;10567;3020;251;620;1462
4308601 Montblanc distrito 01;8608;3166;271;695;1501
4308601001 Montblanc sección 01001;8608;3166;271;695;1501
4308601002 Montblanc sección 01002;;;;;
4308602 Montblanc distrito 02;11031;2986;247;603;1453
4308602001 Montblanc sección 02001;11436;3016;257;619;1419
4308602002 Montblanc sección 02002;10052;2729;274;605;1290
4308602003 Montblanc sección 02003;12363;3438;181;577;1812
43088 Montbrió del Camp;9880;2274;329;553;1155
4308801 Montbrió del Camp distrito 01;9880;2274;329;553;1155
4308801001 Montbrió del Camp sección 01001;9100;2402;285;579;1190
4308801002 Montbrió del Camp sección 01002;10599;2157;369;529;1123
08125 Montcada i Reixac;10063;2470;254;687;1183
0812501 Montcada i Reixac distrito 01;9648;2833;258;752;1584
0812501001 Montcada i Reixac sección 01001;9767;3482;206;703;1154
0812501002 Montcada i Reixac sección 01002;9882;2678;296;464;2986
0812501004 Montcada i Reixac sección 01004;9306;2107;274;918;855
0812501005 Montcada i Reixac sección 01005;9709;3366;240;904;1260
0812502 Montcada i Reixac distrito 02;8631;2835;249;721;987
0812502001 Montcada i Reixac sección 02001;4891;1661;260;752;225
0812502002 Montcada i Reixac sección 02002;9920;3170;223;658;1279
0812502003 Montcada i Reixac sección 02003;10693;3557;269;761;1375
0812503 Montcada i Reixac distrito 03;11914;2116;235;707;1178
0812503001 Montcada i Reixac sección 03001;11105;2554;299;742;1297
0812503002 Montcada i Reixac sección 03002;11908;1982;197;522;1269
0812503003 Montcada i Reixac sección 03003;9141;3188;231;754;788
0812503004 Montcada i Reixac sección 03004;12914;2351;190;651;1389
0812503005 Montcada i Reixac sección 03005;13090;1418;237;696;1037
0812503006 Montcada i Reixac sección 03006;14570;556;219;819;1441
0812504 Montcada i Reixac distrito 04;11468;2856;233;603;2277
0812504001 Montcada i Reixac sección 04001;11826;2944;232;559;1650
0812504002 Montcada i Reixac sección 04002;11984;2534;229;655;1623
0812504003 Montcada i Reixac sección 04003;10824;3036;236;594;3217
0812505 Montcada i Reixac distrito 05;7202;2475;318;660;516
0812505001 Montcada i Reixac sección 05001;7271;2541;311;602;549
0812505002 Montcada i Reixac sección 05002;7788;2608;337;649;643
0812505003 Montcada i Reixac sección 05003;6476;2222;312;770;327
0812506 Montcada i Reixac distrito 06;10285;1873;246;550;753
0812506001 Montcada i Reixac sección 06001;11507;1560;246;565;692
0812506002 Montcada i Reixac sección 06002;11236;1253;191;372;1002
0812506003 Montcada i Reixac sección 06003;8558;2601;287;673;615
08130 Montclar;6066;2980;111;1187;2675
0813001 Montclar distrito 01;6066;2980;111;1187;2675
0813001001 Montclar sección 01001;6066;2980;111;1187;2675
31173 Monteagudo;;;;;
3117301 Monteagudo distrito 01;;;;;
3117301001 Monteagudo sección 01001;;;;;
16131 Monteagudo de las Salinas;7106;4747;116;831;2358
1613101 Monteagudo de las Salinas distrito 01;7106;4747;116;831;2358
1613101001 Monteagudo de las Salinas sección 01001;7106;4747;116;831;2358
42119 Monteagudo de las Vicarías;5247;4592;158;663;2078
4211901 Monteagudo de las Vicarías distrito 01;5247;4592;158;663;2078
4211901001 Monteagudo de las Vicarías sección 01001;5247;4592;158;663;2078
44156 Monteagudo del Castillo;;;;;
4415601 Monteagudo del Castillo distrito 01;;;;;
4415601001 Monteagudo del Castillo sección 01001;;;;;
47092 Montealegre de Campos;8535;3008;391;434;2940
4709201 Montealegre de Campos distrito 01;8535;3008;391;434;2940
4709201001 Montealegre de Campos sección 01001;8535;3008;391;434;2940
02051 Montealegre del Castillo;5382;2299;214;393;2918
0205101 Montealegre del Castillo distrito 01;5332;2471;207;370;3303
0205101001 Montealegre del Castillo sección 01001;5332;2471;207;370;3303
0205102 Montealegre del Castillo distrito 02;5436;2110;221;418;2496
0205102001 Montealegre del Castillo sección 02001;5436;2110;221;418;2496
45104 Montearagón;5849;2668;333;290;749
4510401 Montearagón distrito 01;5849;2668;333;290;749
4510401001 Montearagón sección 01001;5849;2668;333;290;749
29903 Montecorto;4381;2311;655;661;1117
2990301 Montecorto distrito 01;4381;2311;655;661;1117
2990301001 Montecorto sección 01001;4381;2311;655;661;1117
32049 Montederramo;5332;4842;195;586;1559
3204901 Montederramo distrito 01;5332;4842;195;586;1559
3204901001 Montederramo sección 01001;5332;4842;195;586;1559
18135 Montefrío;3300;2491;738;809;1348
1813501 Montefrío distrito 01;3520;2520;694;849;1205
1813501001 Montefrío sección 01001;3435;2571;792;730;1161
1813501002 Montefrío sección 01002;3031;2610;702;811;971
1813501003 Montefrío sección 01003;3798;2448;636;934;1340
1813502 Montefrío distrito 02;2558;2481;846;735;1633
1813502001 Montefrío sección 02001;2558;2481;846;735;1633
1813503 Montefrío distrito 03;2712;2343;842;651;1899
1813503001 Montefrío sección 03001;2712;2343;842;651;1899
10127 Montehermoso;4208;2414;527;540;1379
1012701 Montehermoso distrito 01;3974;2580;586;548;1014
1012701001 Montehermoso sección 01001;4018;2755;639;522;1152
1012701002 Montehermoso sección 01002;3944;2459;548;566;918
1012702 Montehermoso distrito 02;4342;2319;493;536;1587
1012702001 Montehermoso sección 02001;4007;2588;485;605;1595
1012702002 Montehermoso sección 02002;4385;2923;483;471;2014
1012702003 Montehermoso sección 02003;4564;1725;507;526;1304
29074 Montejaque;4603;2854;554;588;1431
2907401 Montejaque distrito 01;4603;2854;554;588;1431
2907401001 Montejaque sección 01001;4603;2854;554;588;1431
18136 Montejícar;2752;2257;846;672;1159
1813601 Montejícar distrito 01;2752;2257;846;672;1159
1813601001 Montejícar sección 01001;2941;2267;846;688;1360
1813601002 Montejícar sección 01002;2245;2228;846;631;618
37200 Montejo;7399;2724;289;542;2083
3720001 Montejo distrito 01;7399;2724;289;542;2083
3720001001 Montejo sección 01001;7399;2724;289;542;2083
40129 Montejo de Arévalo;6342;3647;167;368;3460
4012901 Montejo de Arévalo distrito 01;6342;3647;167;368;3460
4012901001 Montejo de Arévalo sección 01001;6342;3647;167;368;3460
28088 Montejo de la Sierra;7618;3333;191;378;1313
2808801 Montejo de la Sierra distrito 01;7618;3333;191;378;1313
2808801001 Montejo de la Sierra sección 01001;7618;3333;191;378;1313
40130 Montejo de la Vega de la Serrezuela;5809;5418;76;492;2185
4013001 Montejo de la Vega de la Serrezuela distrito 01;5809;5418;76;492;2185
4013001001 Montejo de la Vega de la Serrezuela sección 01001;5809;5418;76;492;2185
42120 Montejo de Tiermes;6025;5169;134;502;3116
4212001 Montejo de Tiermes distrito 01;6025;5169;134;502;3116
4212001001 Montejo de Tiermes sección 01001;6025;5169;134;502;3116
25139 Montellà i Martinet;8763;3935;180;478;2693
2513901 Montellà i Martinet distrito 01;8763;3935;180;478;2693
2513901001 Montellà i Martinet sección 01001;8763;3935;180;478;2693
41064 Montellano;4041;2093;834;573;742
4106401 Montellano distrito 01;4643;2079;810;652;856
4106401001 Montellano sección 01001;5770;2238;566;691;1260
4106401002 Montellano sección 01002;3228;1879;846;603;348
4106402 Montellano distrito 02;3641;2088;846;549;559
4106402001 Montellano sección 02001;3971;1561;844;508;481
4106402002 Montellano sección 02002;2880;2599;846;573;453
4106402003 Montellano sección 02003;3751;2273;846;572;680
4106403 Montellano distrito 03;4286;2119;671;546;1012
4106403001 Montellano sección 03001;4286;2119;671;546;1012
14041 Montemayor;5036;2556;646;494;1198
1404101 Montemayor distrito 01;5508;2790;579;574;1596
1404101001 Montemayor sección 01001;5508;2790;579;574;1596
1404102 Montemayor distrito 02;4624;2351;704;425;851
1404102001 Montemayor sección 02001;4323;2298;701;458;783
1404102002 Montemayor sección 02002;5070;2429;709;375;952
47093 Montemayor de Pililla;8468;3645;244;549;1289
4709301 Montemayor de Pililla distrito 01;8468;3645;244;549;1289
4709301001 Montemayor de Pililla sección 01001;8468;3645;244;549;1289
37201 Montemayor del Río;5088;3587;140;502;2349
3720101 Montemayor del Río distrito 01;5088;3587;140;502;2349
3720101001 Montemayor del Río sección 01001;5088;3587;140;502;2349
06086 Montemolín;3165;2758;530;707;1151
0608601 Montemolín distrito 01;3165;2758;530;707;1151
0608601001 Montemolín sección 01001;3079;2690;577;777;1213
0608601002 Montemolín sección 01002;3297;2860;458;599;1057
42121 Montenegro de Cameros;;;;;
4212101 Montenegro de Cameros distrito 01;;;;;
4212101001 Montenegro de Cameros sección 01001;;;;;
50173 Monterde;7946;6721;218;572;4074
5017301 Monterde distrito 01;7946;6721;218;572;4074
5017301001 Monterde sección 01001;7946;6721;218;572;4074
44157 Monterde de Albarracín;;;;;
4415701 Monterde de Albarracín distrito 01;;;;;
4415701001 Monterde de Albarracín sección 01001;;;;;
32050 Monterrei;4429;4747;321;550;879
3205001 Monterrei distrito 01;5118;4533;316;537;992
3205001001 Monterrei sección 01001;5118;4533;316;537;992
3205002 Monterrei distrito 02;3185;5134;329;572;674
3205002001 Monterrei sección 02001;3185;5134;329;572;674
27032 Monterroso;5139;3858;205;580;1534
2703201 Monterroso distrito 01;5554;3633;228;567;1643
2703201001 Monterroso sección 01001;6113;3421;243;561;1661
2703201002 Monterroso sección 01002;3944;4242;185;585;1589
2703202 Monterroso distrito 02;3862;4551;133;618;1199
2703202001 Monterroso sección 02001;3862;4551;133;618;1199
40131 Monterrubio;;;;;
4013101 Monterrubio distrito 01;;;;;
4013101001 Monterrubio sección 01001;;;;;
37202 Monterrubio de Armuña;10783;1962;334;368;1756
3720201 Monterrubio de Armuña distrito 01;10783;1962;334;368;1756
3720201001 Monterrubio de Armuña sección 01001;10783;1962;334;368;1756
09226 Monterrubio de la Demanda;;;;;
0922601 Monterrubio de la Demanda distrito 01;;;;;
0922601001 Monterrubio de la Demanda sección 01001;;;;;
06087 Monterrubio de la Serena;3585;3235;646;576;1492
0608701 Monterrubio de la Serena distrito 01;3491;3167;668;557;1627
0608701001 Monterrubio de la Serena sección 01001;3669;3299;593;468;1790
0608701002 Monterrubio de la Serena sección 01002;3229;2973;779;688;1387
0608702 Monterrubio de la Serena distrito 02;3830;3413;588;626;1138
0608702001 Monterrubio de la Serena sección 02001;3830;3413;588;626;1138
37203 Monterrubio de la Sierra;9494;5271;135;622;1913
3720301 Monterrubio de la Sierra distrito 01;9494;5271;135;622;1913
3720301001 Monterrubio de la Sierra sección 01001;9494;5271;135;622;1913
46174 Montesa;5962;2659;390;721;1071
4617401 Montesa distrito 01;5962;2659;390;721;1071
4617401001 Montesa sección 01001;5962;2659;390;721;1071
45105 Montesclaros;5566;4747;285;582;789
4510501 Montesclaros distrito 01;5566;4747;285;582;789
4510501001 Montesclaros sección 01001;5566;4747;285;582;789
03903 Montesinos, Los;5358;2203;212;310;1270
0390301 Montesinos, Los distrito 01;5358;2203;212;310;1270
0390301001 Montesinos, Los sección 01001;5638;2078;180;289;1466
0390301002 Montesinos, Los sección 01002;5146;2298;237;326;1121
08131 Montesquiu;9061;3652;322;824;735
0813101 Montesquiu distrito 01;9061;3652;322;824;735
0813101001 Montesquiu sección 01001;9061;3652;322;824;735
25140 Montferrer i Castellbò;8139;2872;209;482;2234
2514001 Montferrer i Castellbò distrito 01;8139;2872;209;482;2234
2514001001 Montferrer i Castellbò sección 01001;8139;2872;209;482;2234
43089 Montferri;6446;2514;457;884;1773
4308901 Montferri distrito 01;6446;2514;457;884;1773
4308901001 Montferri sección 01001;6446;2514;457;884;1773
25138 Montgai;7030;3458;125;530;3261
2513801 Montgai distrito 01;7030;3458;125;530;3261
2513801001 Montgai sección 01001;7030;3458;125;530;3261
08126 Montgat;12516;2654;246;649;2119
0812601 Montgat distrito 01;12516;2654;246;649;2119
0812601001 Montgat sección 01001;14965;2101;201;569;3234
0812601002 Montgat sección 01002;11364;2474;286;719;1052
0812601003 Montgat sección 01003;10845;3423;239;659;1782
0812601004 Montgat sección 01004;11987;2905;282;678;2131
