location_raw;Renta neta media por persona ;Renta neta media por hogar;Media de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Renta bruta media por persona;Renta bruta media por hogar
0801907037 Barcelona sección 07037;15.335;36.865;22.291;19.950;18.925;45.494
0801907038 Barcelona sección 07038;15.182;35.275;21.686;19.250;18.369;42.679
0801907039 Barcelona sección 07039;15.883;36.218;23.410;20.650;19.920;45.424
0801907040 Barcelona sección 07040;15.531;33.878;22.161;19.950;19.003;41.453
0801907041 Barcelona sección 07041;14.759;33.886;21.517;17.850;18.362;42.158
0801907042 Barcelona sección 07042;15.434;34.309;22.055;19.950;18.933;42.085
0801907043 Barcelona sección 07043;15.241;35.494;22.090;19.950;18.737;43.637
0801907044 Barcelona sección 07044;16.249;37.403;23.571;22.050;20.096;46.261
0801907045 Barcelona sección 07045;14.969;34.564;21.606;19.250;18.294;42.244
0801907046 Barcelona sección 07046;14.805;33.609;21.129;18.550;17.818;40.449
0801907047 Barcelona sección 07047;14.930;34.590;21.392;19.250;18.194;42.152
0801907048 Barcelona sección 07048;15.341;34.517;22.015;19.950;18.732;42.148
0801907049 Barcelona sección 07049;16.106;36.028;22.972;19.950;19.755;44.189
0801907050 Barcelona sección 07050;15.197;34.421;22.069;18.550;18.631;42.198
0801907051 Barcelona sección 07051;14.913;34.998;22.037;19.250;18.156;42.609
0801907052 Barcelona sección 07052;16.975;42.996;28.160;25.550;24.049;60.914
0801907053 Barcelona sección 07053;16.673;41.330;24.885;22.750;20.813;51.594
0801907054 Barcelona sección 07054;19.919;50.100;30.167;25.550;25.852;65.022
0801907055 Barcelona sección 07055;21.323;54.745;32.386;28.350;28.774;73.874
0801907056 Barcelona sección 07056;16.820;40.176;24.863;20.650;21.124;50.456
0801907057 Barcelona sección 07057;16.908;42.345;25.293;22.050;21.484;53.806
0801907058 Barcelona sección 07058;16.453;40.278;24.332;22.050;20.289;49.669
0801907059 Barcelona sección 07059;11.990;27.432;17.335;15.750;14.202;32.491
0801907060 Barcelona sección 07060;11.374;27.238;16.773;15.750;13.189;31.586
0801907061 Barcelona sección 07061;12.168;29.813;18.113;17.150;14.292;35.015
0801907062 Barcelona sección 07062;12.354;30.018;18.052;16.450;14.655;35.610
0801907063 Barcelona sección 07063;10.884;27.295;16.163;15.050;12.535;31.436
0801907064 Barcelona sección 07064;11.762;28.148;17.055;15.750;13.723;32.843
0801907065 Barcelona sección 07065;10.426;24.500;14.980;13.650;11.993;28.182
0801907066 Barcelona sección 07066;10.407;25.844;15.296;14.350;11.977;29.742
0801907067 Barcelona sección 07067;10.373;24.751;15.231;14.350;11.955;28.527
0801907068 Barcelona sección 07068;10.149;25.738;14.987;14.350;11.631;29.497
0801907069 Barcelona sección 07069;10.858;25.700;15.651;15.050;12.591;29.803
0801907070 Barcelona sección 07070;10.864;27.750;16.172;15.050;12.618;32.231
0801907071 Barcelona sección 07071;12.679;31.108;18.446;16.450;15.018;36.847
0801907072 Barcelona sección 07072;12.070;29.816;17.980;16.450;14.272;35.256
0801907073 Barcelona sección 07073;11.405;26.255;16.401;15.050;13.205;30.399
0801907074 Barcelona sección 07074;12.346;28.945;17.876;15.050;14.837;34.784
0801907075 Barcelona sección 07075;11.663;28.088;16.946;15.750;13.465;32.428
0801907076 Barcelona sección 07076;11.235;27.218;16.330;15.050;12.985;31.457
0801907077 Barcelona sección 07077;10.879;26.721;15.875;14.350;12.616;30.987
0801907078 Barcelona sección 07078;11.429;27.616;17.028;15.750;13.405;32.389
0801907079 Barcelona sección 07079;11.757;27.288;16.981;16.450;13.704;31.808
0801907080 Barcelona sección 07080;11.940;30.187;18.057;16.450;14.056;35.536
0801907081 Barcelona sección 07081;12.963;31.351;18.864;17.850;15.374;37.182
0801907082 Barcelona sección 07082;12.220;29.043;17.743;16.450;14.472;34.395
0801907083 Barcelona sección 07083;12.361;28.044;17.583;16.450;14.511;32.921
0801907084 Barcelona sección 07084;12.366;28.674;17.992;16.450;14.614;33.886
0801907085 Barcelona sección 07085;12.824;32.035;18.922;17.500;15.276;38.159
0801907086 Barcelona sección 07086;12.272;28.865;17.948;16.450;14.615;34.375
0801907087 Barcelona sección 07087;12.651;29.100;18.526;17.150;14.914;34.308
0801907088 Barcelona sección 07088;12.426;31.006;18.357;16.450;15.025;37.492
0801907089 Barcelona sección 07089;16.858;40.982;24.446;20.650;20.863;50.718
0801907090 Barcelona sección 07090;12.966;33.389;19.374;18.550;15.616;40.214
0801907091 Barcelona sección 07091;13.318;32.205;19.327;17.850;15.804;38.215
0801907092 Barcelona sección 07092;10.751;26.412;15.347;14.350;12.285;30.180
0801907093 Barcelona sección 07093;13.767;33.159;19.872;17.850;16.390;39.477
0801907094 Barcelona sección 07094;14.310;30.982;20.069;19.250;17.194;37.225
0801907095 Barcelona sección 07095;14.816;35.202;21.483;19.950;18.027;42.831
0801907096 Barcelona sección 07096;13.601;31.158;19.267;17.150;16.105;36.894
0801907097 Barcelona sección 07097;15.678;36.173;22.792;21.350;18.928;43.670
0801907098 Barcelona sección 07098;19.241;48.044;29.058;26.250;24.726;61.739
0801907099 Barcelona sección 07099;17.065;41.938;24.671;23.450;21.023;51.666
0801907100 Barcelona sección 07100;15.278;34.730;21.850;21.350;18.386;41.797
0801907101 Barcelona sección 07101;15.346;35.167;21.800;20.650;18.321;41.983
0801907102 Barcelona sección 07102;14.136;34.749;20.798;19.950;17.505;43.029
0801907103 Barcelona sección 07103;13.719;33.961;20.132;17.150;16.951;41.962
0801907104 Barcelona sección 07104;12.529;30.188;18.505;17.850;14.775;35.601
0801907105 Barcelona sección 07105;15.970;37.890;23.445;22.050;19.581;46.456
0801907106 Barcelona sección 07106;15.329;37.036;22.912;20.650;18.831;45.499
0801907107 Barcelona sección 07107;17.406;43.351;26.100;23.450;21.745;54.157
0801907108 Barcelona sección 07108;15.835;39.296;23.592;20.650;19.466;48.306
0801907109 Barcelona sección 07109;13.344;29.545;18.897;17.150;15.732;34.832
0801907110 Barcelona sección 07110;16.334;39.800;24.142;20.650;20.040;48.832
0801907111 Barcelona sección 07111;18.730;43.906;27.342;23.450;23.335;54.700
0801907112 Barcelona sección 07112;15.608;38.588;23.154;21.350;19.232;47.547
0801907113 Barcelona sección 07113;13.838;33.830;20.650;19.250;16.757;40.966
0801907114 Barcelona sección 07114;16.008;38.431;23.601;21.350;19.680;47.249
0801907115 Barcelona sección 07115;18.571;44.344;27.488;23.450;23.031;54.993
0801907116 Barcelona sección 07116;14.237;34.662;20.975;19.950;17.272;42.050
0801907117 Barcelona sección 07117;16.318;38.451;23.880;20.650;19.939;46.983
0801907118 Barcelona sección 07118;15.229;36.943;22.294;19.950;18.476;44.821
0801907119 Barcelona sección 07119;13.329;30.839;19.184;17.150;15.931;36.859
0801907120 Barcelona sección 07120;13.970;34.449;20.303;17.850;16.763;41.336
0801907121 Barcelona sección 07121;12.897;30.660;18.498;17.150;15.309;36.394
0801907122 Barcelona sección 07122;14.651;34.571;21.105;19.250;17.807;42.020
0801907123 Barcelona sección 07123;14.836;36.119;21.951;20.650;18.033;43.903
0801908 Barcelona distrito 08;11.757;29.223;17.225;15.750;13.812;34.330
0801908001 Barcelona sección 08001;14.334;32.775;20.585;19.250;17.106;39.114
0801908002 Barcelona sección 08002;15.354;35.465;22.350;20.650;18.735;43.274
0801908003 Barcelona sección 08003;13.824;32.440;20.072;18.550;16.636;39.039
0801908004 Barcelona sección 08004;13.049;31.630;18.975;17.150;15.573;37.748
0801908005 Barcelona sección 08005;14.285;34.871;20.803;19.250;17.168;41.910
0801908006 Barcelona sección 08006;14.791;36.928;22.034;20.650;18.147;45.307
0801908007 Barcelona sección 08007;15.057;37.902;22.269;21.350;18.081;45.513
0801908008 Barcelona sección 08008;15.201;36.087;21.993;19.950;18.558;44.055
0801908009 Barcelona sección 08009;13.081;32.854;19.509;18.550;15.627;39.249
0801908010 Barcelona sección 08010;15.346;36.796;22.374;20.650;18.613;44.628
0801908011 Barcelona sección 08011;16.275;41.955;24.401;22.050;20.127;51.885
0801908012 Barcelona sección 08012;14.409;33.209;20.968;19.950;17.432;40.177
0801908013 Barcelona sección 08013;14.561;34.847;21.129;18.550;17.715;42.392
0801908014 Barcelona sección 08014;12.922;31.399;18.849;17.150;15.475;37.605
0801908015 Barcelona sección 08015;12.748;30.428;18.347;16.450;15.218;36.323
0801908016 Barcelona sección 08016;13.708;31.549;19.775;18.550;16.369;37.673
0801908017 Barcelona sección 08017;15.552;36.069;22.391;20.650;18.927;43.896
0801908018 Barcelona sección 08018;14.064;35.263;20.424;19.950;16.738;41.966
0801908019 Barcelona sección 08019;12.986;31.028;18.805;17.150;15.585;37.238
0801908020 Barcelona sección 08020;13.888;32.095;19.777;17.150;16.743;38.692
0801908021 Barcelona sección 08021;13.645;33.347;19.820;17.150;16.444;40.189
0801908022 Barcelona sección 08022;14.423;36.677;21.312;18.550;17.799;45.264
0801908023 Barcelona sección 08023;12.257;29.048;17.864;15.750;14.542;34.463
0801908024 Barcelona sección 08024;13.871;32.700;19.867;17.850;16.594;39.119
0801908025 Barcelona sección 08025;11.996;27.838;17.516;15.750;14.156;32.851
0801908026 Barcelona sección 08026;13.653;33.665;20.433;19.250;16.487;40.651
0801908027 Barcelona sección 08027;14.956;35.499;22.022;19.950;18.009;42.746
0801908028 Barcelona sección 08028;12.742;30.255;18.372;17.150;14.856;35.274
0801908029 Barcelona sección 08029;11.666;27.196;16.847;15.750;13.654;31.831
0801908030 Barcelona sección 08030;11.738;30.402;17.454;16.450;13.766;35.653
0801908031 Barcelona sección 08031;13.238;31.152;19.159;17.850;15.567;36.632
0801908032 Barcelona sección 08032;13.277;33.686;19.731;18.550;15.879;40.289
0801908033 Barcelona sección 08033;12.256;29.619;17.954;16.450;14.281;34.512
0801908034 Barcelona sección 08034;11.015;26.311;15.876;13.650;12.609;30.120
0801908035 Barcelona sección 08035;12.980;27.381;17.914;16.450;15.134;31.927
0801908036 Barcelona sección 08036;10.741;25.881;15.271;14.350;12.340;29.734
0801908037 Barcelona sección 08037;12.459;30.157;17.945;15.750;14.634;35.421
0801908038 Barcelona sección 08038;11.543;29.168;16.914;15.750;13.551;34.242
0801908039 Barcelona sección 08039;12.161;28.375;17.286;15.050;14.284;33.329
0801908040 Barcelona sección 08040;9.368;23.770;13.854;12.250;10.694;27.136
0801908041 Barcelona sección 08041;8.546;23.646;12.774;10.850;9.744;26.960
0801908042 Barcelona sección 08042;13.857;34.709;20.249;18.550;16.471;41.258
0801908043 Barcelona sección 08043;12.269;27.611;17.481;15.750;14.326;32.241
0801908044 Barcelona sección 08044;10.556;26.186;15.393;13.650;12.195;30.251
0801908045 Barcelona sección 08045;10.065;26.136;14.832;13.650;11.678;30.324
0801908046 Barcelona sección 08046;11.540;25.931;16.400;15.050;13.380;30.067
0801908047 Barcelona sección 08047;9.304;23.971;13.613;12.950;10.604;27.320
0801908048 Barcelona sección 08048;8.924;21.435;12.737;12.250;9.856;23.674
0801908049 Barcelona sección 08049;10.937;25.976;15.863;14.350;12.586;29.891
0801908050 Barcelona sección 08050;15.754;40.188;23.241;22.050;18.931;48.293
0801908051 Barcelona sección 08051;14.654;38.571;22.434;20.650;17.764;46.757
0801908052 Barcelona sección 08052;13.774;32.007;19.766;18.550;16.377;38.054
0801908053 Barcelona sección 08053;15.855;39.570;23.449;22.050;19.139;47.764
0801908054 Barcelona sección 08054;13.889;31.806;19.972;19.250;16.448;37.665
0801908055 Barcelona sección 08055;18.408;46.692;27.047;24.850;22.414;56.853
0801908056 Barcelona sección 08056;13.019;31.073;18.785;17.850;15.306;36.534
0801908057 Barcelona sección 08057;13.073;31.748;19.008;17.850;15.329;37.227
0801908058 Barcelona sección 08058;11.645;28.351;17.084;16.450;13.443;32.729
0801908059 Barcelona sección 08059;12.941;30.226;18.817;17.850;15.197;35.496
0801908060 Barcelona sección 08060;14.210;34.419;20.739;19.250;16.982;41.134
0801908061 Barcelona sección 08061;12.464;29.362;18.188;17.850;14.597;34.386
0801908062 Barcelona sección 08062;13.607;34.194;19.974;19.250;16.037;40.300
0801908063 Barcelona sección 08063;15.996;38.278;23.091;22.050;19.133;45.786
0801908064 Barcelona sección 08064;11.705;30.092;17.462;16.450;13.588;34.931
0801908065 Barcelona sección 08065;9.206;25.877;14.020;12.950;10.563;29.693
0801908066 Barcelona sección 08066;8.710;24.409;13.292;12.250;9.985;27.983
0801908067 Barcelona sección 08067;10.676;28.181;15.993;15.050;12.392;32.710
0801908068 Barcelona sección 08068;9.338;25.641;14.136;12.950;10.789;29.626
0801908069 Barcelona sección 08069;9.879;26.160;14.630;13.650;11.304;29.937
0801908070 Barcelona sección 08070;9.141;23.855;13.471;12.950;10.472;27.328
0801908071 Barcelona sección 08071;10.339;26.552;15.168;14.350;11.807;30.321
0801908072 Barcelona sección 08072;11.521;29.654;17.275;15.750;13.447;34.612
0801908073 Barcelona sección 08073;9.241;21.379;13.122;12.250;10.406;24.075
0801908074 Barcelona sección 08074;9.337;24.729;13.839;12.250;10.694;28.324
0801908075 Barcelona sección 08075;11.519;27.472;16.813;15.050;13.848;33.024
0801908076 Barcelona sección 08076;11.841;26.885;16.926;15.050;13.791;31.312
0801908077 Barcelona sección 08077;9.314;23.292;13.552;12.950;10.493;26.243
0801908078 Barcelona sección 08078;10.162;23.211;14.440;12.950;11.690;26.702
0801908079 Barcelona sección 08079;10.076;24.160;14.680;13.650;11.660;27.960
0801908080 Barcelona sección 08080;11.053;26.415;16.124;15.050;12.781;30.543
0801908081 Barcelona sección 08081;9.369;24.646;14.035;12.250;10.801;28.414
0801908082 Barcelona sección 08082;11.013;25.269;15.732;14.350;12.807;29.386
0801908083 Barcelona sección 08083;11.479;26.928;16.507;15.750;13.415;31.469
0801908084 Barcelona sección 08084;11.801;28.386;17.322;15.750;13.746;33.065
0801908085 Barcelona sección 08085;10.972;27.545;16.179;15.050;12.798;32.128
0801908086 Barcelona sección 08086;11.757;28.471;17.115;15.750;13.706;33.190
0801908087 Barcelona sección 08087;11.682;27.324;16.582;15.050;13.694;32.032
0801908088 Barcelona sección 08088;10.747;26.080;15.566;15.050;12.445;30.199
0801908089 Barcelona sección 08089;11.280;27.423;16.475;14.350;13.177;32.034
0801908090 Barcelona sección 08090;12.292;28.961;17.762;16.450;14.545;34.267
0801908091 Barcelona sección 08091;12.000;30.236;17.578;16.450;13.849;34.895
0801908092 Barcelona sección 08092;12.846;31.153;18.817;17.850;15.101;36.622
0801908093 Barcelona sección 08093;11.168;27.417;16.298;15.050;13.088;32.130
0801908094 Barcelona sección 08094;12.218;28.659;17.510;17.150;14.155;33.202
0801908095 Barcelona sección 08095;14.906;35.123;21.550;19.950;17.842;42.039
0801908096 Barcelona sección 08096;11.746;30.516;17.559;16.450;13.911;36.141
0801908097 Barcelona sección 08097;11.565;28.629;17.142;15.750;13.553;33.549
0801908098 Barcelona sección 08098;10.695;26.812;15.772;14.350;12.382;31.040
0801908099 Barcelona sección 08099;11.679;28.088;16.935;15.750;13.742;33.050
0801908100 Barcelona sección 08100;11.526;26.823;16.489;15.750;13.455;31.314
0801908101 Barcelona sección 08101;12.011;29.060;17.533;16.450;14.050;33.992
0801908102 Barcelona sección 08102;10.393;24.114;14.918;14.350;11.873;27.548
0801908103 Barcelona sección 08103;8.393;21.208;12.195;11.550;9.449;23.878
0801908104 Barcelona sección 08104;9.450;23.510;13.716;12.950;10.708;26.639
0801908105 Barcelona sección 08105;9.184;24.573;13.568;12.950;10.437;27.925
0801908106 Barcelona sección 08106;8.867;25.043;13.199;12.250;10.117;28.572
0801908107 Barcelona sección 08107;9.583;23.712;13.918;13.650;10.861;26.874
0801908108 Barcelona sección 08108;8.608;25.650;13.297;11.550;9.785;29.156
0801908109 Barcelona sección 08109;8.530;26.853;13.456;12.250;9.567;30.115
0801908110 Barcelona sección 08110;7.211;20.654;10.929;10.150;8.049;23.054
0801908111 Barcelona sección 08111;8.087;24.101;12.333;11.550;9.046;26.958
0801908112 Barcelona sección 08112;8.018;24.125;12.278;10.850;9.152;27.536
0801908113 Barcelona sección 08113;8.103;23.895;12.244;10.850;9.077;26.767
0801908114 Barcelona sección 08114;8.831;25.351;13.579;12.950;9.924;28.487
0801908115 Barcelona sección 08115;8.511;24.053;12.772;11.550;9.614;27.169
0801908116 Barcelona sección 08116;9.236;25.549;14.210;12.950;10.553;29.194
0801908215 Barcelona sección 08215;14.647;36.673;21.999;20.650;17.805;44.579
0801909 Barcelona distrito 09;14.318;35.189;21.118;19.250;17.387;42.731
0801909001 Barcelona sección 09001;7.489;22.941;11.653;10.150;8.420;25.793
0801909002 Barcelona sección 09002;8.392;24.043;12.902;11.550;9.609;27.528
0801909003 Barcelona sección 09003;8.802;24.820;13.392;11.550;10.142;28.601
0801909004 Barcelona sección 09004;9.509;25.776;14.340;12.950;10.956;29.698
0801909005 Barcelona sección 09005;12.229;32.986;18.390;17.850;14.618;39.431
0801909006 Barcelona sección 09006;9.244;24.658;13.848;12.950;10.390;27.714
0801909007 Barcelona sección 09007;8.958;22.605;13.345;12.250;10.107;25.506
0801909008 Barcelona sección 09008;17.082;49.537;27.953;25.550;21.803;63.227
0801909009 Barcelona sección 09009;13.011;34.873;20.322;17.850;15.678;42.018
0801909010 Barcelona sección 09010;11.537;28.669;17.075;16.450;13.447;33.417
0801909011 Barcelona sección 09011;10.389;26.566;15.344;14.350;11.854;30.311
0801909013 Barcelona sección 09013;8.845;23.897;13.210;12.250;10.096;27.277
0801909014 Barcelona sección 09014;10.039;26.502;15.033;14.350;11.613;30.655
0801909015 Barcelona sección 09015;10.193;25.911;14.966;14.350;11.857;30.143
0801909016 Barcelona sección 09016;15.285;38.382;22.658;21.350;18.475;46.391
0801909017 Barcelona sección 09017;15.102;38.398;22.644;21.350;18.612;47.322
0801909018 Barcelona sección 09018;14.413;35.235;21.578;20.650;17.487;42.749
