,type,properties.coddistrit,properties.codsec,properties.coddistsec,geometry.type,geometry.coordinates
488,Feature,5,24,0524,Polygon,"[[[-0.366553246321576, 39.48600756040388], [-0.365391124147885, 39.48570644812489], [-0.365568464043401, 39.48564740814123], [-0.365895694076389, 39.48487106751955], [-0.367031462297673, 39.484946359178146], [-0.366553246321576, 39.48600756040388]]]"
489,Feature,4,17,0417,Polygon,"[[[-0.40150257411757, 39.48628094313216], [-0.399836244668951, 39.486090516222745], [-0.399191483932227, 39.48599951122357], [-0.398685607858943, 39.48598368212287], [-0.397754293728847, 39.48589976639369], [-0.397560885504983, 39.48598101763591], [-0.396830003540214, 39.48597815798045], [-0.396209860705165, 39.48610389785494], [-0.396006371748404, 39.48585159702175], [-0.397981064629427, 39.48490487419234], [-0.401123400918463, 39.48354731615563], [-0.401425714852966, 39.482882925817776], [-0.40176262130658, 39.483318375845], [-0.403952305684053, 39.486254625014794], [-0.402887669809548, 39.48672631390174], [-0.402502985970443, 39.486226737954546], [-0.40150257411757, 39.48628094313216]]]"
490,Feature,13,25,1325,Polygon,"[[[-0.345531102274984, 39.4853262424528], [-0.336643747350602, 39.48394232760661], [-0.332542268582894, 39.48046074632994], [-0.332762365332138, 39.4791505224848], [-0.333218863374766, 39.47644486492283], [-0.333299861505419, 39.47596025182618], [-0.333439477023573, 39.47599499360884], [-0.335588927036787, 39.47653538606522], [-0.336998939176216, 39.47362640489079], [-0.337799369708809, 39.4719736542733], [-0.338218248699566, 39.47110491392624], [-0.338235418194478, 39.471073777318416], [-0.338775964561847, 39.471243840265366], [-0.339753391909115, 39.47155905775081], [-0.339404566787947, 39.472267252386146], [-0.34039952320998, 39.47254232651872], [-0.33999527021736, 39.473370869963745], [-0.341438034012696, 39.473791339150125], [-0.341246147752971, 39.47440404071824], [-0.341154838565174, 39.47479833330121], [-0.34284564698031, 39.47479205025873], [-0.345183341730319, 39.47510234975407], [-0.345776153095857, 39.47525555754814], [-0.347050937293817, 39.47558652576013], [-0.346353061865838, 39.47733627255384], [-0.348557272396408, 39.47731913075265], [-0.348466193493024, 39.478262966540605], [-0.350291122080781, 39.47822810845215], [-0.351256102701022, 39.47820510915605], [-0.351259939298594, 39.4792141749074], [-0.351823904995018, 39.48026303467554], [-0.352651771701461, 39.48071431986069], [-0.35155982969209, 39.48155427293342], [-0.345531102274984, 39.4853262424528]]]"
491,Feature,4,1,0401,Polygon,"[[[-0.390653093819686, 39.48610986499818], [-0.390466854458019, 39.48603811675387], [-0.390115672563883, 39.48553925240559], [-0.389890049326786, 39.48521887813352], [-0.389119855547948, 39.48554841028902], [-0.387964910462541, 39.483869347397786], [-0.388838245551718, 39.48350160141366], [-0.38785414994372, 39.48215069137367], [-0.386151680966291, 39.47980616514378], [-0.386705314018425, 39.47953484293815], [-0.387373661510854, 39.47920754069086], [-0.388555833378851, 39.478720617918945], [-0.390466268125519, 39.47824553702211], [-0.390657763788878, 39.47819578516238], [-0.391291162029062, 39.47790821469477], [-0.39220183254337, 39.477491732882456], [-0.394467711770172, 39.476466020018734], [-0.394776904276479, 39.477427881198054], [-0.393726099955206, 39.47978713067527], [-0.392978123214085, 39.481468499829795], [-0.39338938695193, 39.482031764926305], [-0.395245041685671, 39.48458231622122], [-0.392578905905783, 39.4857341919271], [-0.391219242806807, 39.486320770414615], [-0.390653093819686, 39.48610986499818]]]"
492,Feature,14,3,1403,Polygon,"[[[-0.362080914090456, 39.48541062616882], [-0.360562217342405, 39.48497074274451], [-0.358227161108632, 39.484291566671665], [-0.358358091997443, 39.48373149789647], [-0.358488331174737, 39.483630858536735], [-0.359750320181487, 39.483979352931996], [-0.362328594010593, 39.484740594364276], [-0.362285987244713, 39.48482971442282], [-0.362362993327541, 39.48484948007461], [-0.362080914090456, 39.48541062616882]]]"
493,Feature,5,8,0508,Polygon,"[[[-0.381884577999657, 39.48582702909372], [-0.380769064452546, 39.484495620204925], [-0.380554152508375, 39.48402682511855], [-0.382438121985583, 39.484010726637706], [-0.383016171237735, 39.48349673636516], [-0.383660345713148, 39.483912132695885], [-0.382896002389804, 39.48458859182072], [-0.383325751554844, 39.48574238101968], [-0.382808730388579, 39.485694701104634], [-0.381884577999657, 39.48582702909372]]]"
494,Feature,5,1,0501,Polygon,"[[[-0.378530184266666, 39.485602750630825], [-0.378666609522815, 39.48485359893865], [-0.378803778139763, 39.48385221904265], [-0.379109126107491, 39.48197177585866], [-0.380234724630326, 39.48212328306873], [-0.380554152508375, 39.48402682511855], [-0.380769064452546, 39.484495620204925], [-0.381884577999657, 39.48582702909372], [-0.378530184266666, 39.485602750630825]]]"
495,Feature,16,11,1611,Polygon,"[[[-0.391776255398989, 39.492333095889], [-0.390797007929661, 39.49195526419194], [-0.389564429331872, 39.49153119351308], [-0.389347824448724, 39.49182361502036], [-0.388735947566022, 39.49162969026658], [-0.388961065542756, 39.491206834547135], [-0.388274358154636, 39.49099320823215], [-0.388866799277429, 39.48986241437609], [-0.389396402288318, 39.489982419973266], [-0.389769480132021, 39.49032412526188], [-0.390323688470988, 39.490602332302814], [-0.391937878029263, 39.49180070416347], [-0.391776255398989, 39.492333095889]]]"
496,Feature,15,3,1503,Polygon,"[[[-0.370122363461488, 39.49109725580618], [-0.369147910619209, 39.49180940621285], [-0.368314132440622, 39.491200452033006], [-0.369029712683471, 39.49060856903907], [-0.368812030838678, 39.49044598682269], [-0.369002559789447, 39.49028814432949], [-0.37013259372957, 39.4893227677899], [-0.371299615865339, 39.490209510973315], [-0.370122363461488, 39.49109725580618]]]"
497,Feature,15,34,1534,Polygon,"[[[-0.36126708358327, 39.49077035642715], [-0.359673312252991, 39.49025668644868], [-0.360253708528092, 39.489071714076225], [-0.360551360680678, 39.48848390040329], [-0.362294086723563, 39.4885550080537], [-0.363050293311266, 39.48794606666638], [-0.36288607021543, 39.487811712807186], [-0.363370679216504, 39.48739029208315], [-0.363989796553488, 39.4868322857321], [-0.36527006415312, 39.48783426783216], [-0.365859513401159, 39.48831158266427], [-0.365427212331819, 39.4886756431406], [-0.364732659398476, 39.48919140677372], [-0.365381665245264, 39.48974664896654], [-0.362054867552017, 39.49159452617993], [-0.36126708358327, 39.49077035642715]]]"
498,Feature,16,3,1603,Polygon,"[[[-0.395344356548614, 39.491962702267955], [-0.394259108683449, 39.49092038118678], [-0.393890963441109, 39.491146351424696], [-0.393117989652955, 39.49209294581233], [-0.392329137234212, 39.49134553615296], [-0.391842805953591, 39.490884183274346], [-0.392189467350727, 39.49057215434041], [-0.392274528720616, 39.490610098441024], [-0.393066565818617, 39.48942520559903], [-0.39528968267719, 39.49048854789538], [-0.396286970381255, 39.491551410162984], [-0.395344356548614, 39.491962702267955]]]"
499,Feature,15,25,1525,Polygon,"[[[-0.382553930327794, 39.49134194333841], [-0.380896408330341, 39.491728001498835], [-0.380499590556585, 39.49066503404517], [-0.382164743678007, 39.49028816209553], [-0.382553930327794, 39.49134194333841]]]"
500,Feature,16,10,1610,Polygon,"[[[-0.391937878029263, 39.49180070416347], [-0.390323688470988, 39.490602332302814], [-0.389769480132021, 39.49032412526188], [-0.389396402288318, 39.489982419973266], [-0.388866799277429, 39.48986241437609], [-0.387087725124434, 39.48961521802373], [-0.386158727364994, 39.48933306900751], [-0.38691944994166, 39.489160996764284], [-0.389470866973496, 39.48855620807272], [-0.390950000743933, 39.49002182142761], [-0.392189467350727, 39.49057215434041], [-0.391842805953591, 39.490884183274346], [-0.392329137234212, 39.49134553615296], [-0.391937878029263, 39.49180070416347]]]"
501,Feature,16,6,1606,Polygon,"[[[-0.384352303735974, 39.49095903238793], [-0.382553930327794, 39.49134194333841], [-0.382164743678007, 39.49028816209553], [-0.38573155432009, 39.489427058716316], [-0.386158727364994, 39.48933306900751], [-0.386585930931035, 39.490459762174375], [-0.38558266742195, 39.49068493159701], [-0.384352303735974, 39.49095903238793]]]"
502,Feature,5,33,0533,Polygon,"[[[-0.378478847315865, 39.49110592924068], [-0.377914753136185, 39.48958423762316], [-0.380671278399836, 39.48895724528295], [-0.381184071378007, 39.488847186612844], [-0.381758436214929, 39.489206967418404], [-0.382164743678007, 39.49028816209553], [-0.380499590556585, 39.49066503404517], [-0.378572629337384, 39.491085523374586], [-0.378478847315865, 39.49110592924068]]]"
503,Feature,16,9,1609,Polygon,"[[[-0.386585930931035, 39.490459762174375], [-0.386158727364994, 39.48933306900751], [-0.387087725124434, 39.48961521802373], [-0.388866799277429, 39.48986241437609], [-0.388274358154636, 39.49099320823215], [-0.386585930931035, 39.490459762174375]]]"
504,Feature,14,18,1418,Polygon,"[[[-0.359673312252991, 39.49025668644868], [-0.357507893256669, 39.48998674327222], [-0.357768952681354, 39.488753980819965], [-0.359011888881879, 39.4889173711471], [-0.360253708528092, 39.489071714076225], [-0.359673312252991, 39.49025668644868]]]"
505,Feature,15,2,1502,Polygon,"[[[-0.369002559789447, 39.49028814432949], [-0.367077230434422, 39.488758089821964], [-0.368418460759002, 39.48797318579205], [-0.37013259372957, 39.4893227677899], [-0.369002559789447, 39.49028814432949]]]"
506,Feature,16,2,1602,Polygon,"[[[-0.393066565818617, 39.48942520559903], [-0.392274528720616, 39.490610098441024], [-0.392189467350727, 39.49057215434041], [-0.390950000743933, 39.49002182142761], [-0.389470866973496, 39.48855620807272], [-0.390523528698678, 39.48823301811826], [-0.393066565818617, 39.48942520559903]]]"
507,Feature,5,36,0536,Polygon,"[[[-0.38573155432009, 39.489427058716316], [-0.382164743678007, 39.49028816209553], [-0.381758436214929, 39.489206967418404], [-0.381184071378007, 39.488847186612844], [-0.380671278399836, 39.48895724528295], [-0.38019427925957, 39.48757265867891], [-0.381637621918996, 39.487276375309676], [-0.383699004395877, 39.48842187738625], [-0.384456837068063, 39.48877226293436], [-0.385542540270784, 39.489274161525465], [-0.38573155432009, 39.489427058716316]]]"
508,Feature,14,14,1414,Polygon,"[[[-0.365381665245264, 39.48974664896654], [-0.364732659398476, 39.48919140677372], [-0.365427212331819, 39.4886756431406], [-0.365859513401159, 39.48831158266427], [-0.36527006415312, 39.48783426783216], [-0.366714978513323, 39.486650846019785], [-0.368418460759002, 39.48797318579205], [-0.367077230434422, 39.488758089821964], [-0.365381665245264, 39.48974664896654]]]"
509,Feature,5,34,0534,Polygon,"[[[-0.377914753136185, 39.48958423762316], [-0.378108320059192, 39.48915168226886], [-0.377711513742026, 39.48807068787856], [-0.378110748350492, 39.48798510597734], [-0.379452900264597, 39.48771359256345], [-0.38019427925957, 39.48757265867891], [-0.380671278399836, 39.48895724528295], [-0.377914753136185, 39.48958423762316]]]"
510,Feature,5,30,0530,Polygon,"[[[-0.377433405368453, 39.489514816921805], [-0.376729113916029, 39.48882326261362], [-0.376595008995435, 39.48842835481291], [-0.376736555121807, 39.48821984545966], [-0.376995608839777, 39.48784282283298], [-0.377267106168454, 39.48750211543332], [-0.377733217516289, 39.4869135552143], [-0.378110748350492, 39.48798510597734], [-0.377711513742026, 39.48807068787856], [-0.378108320059192, 39.48915168226886], [-0.377914753136185, 39.48958423762316], [-0.377433405368453, 39.489514816921805]]]"
511,Feature,14,9,1409,Polygon,"[[[-0.359011888881879, 39.4889173711471], [-0.359108385729224, 39.488306971178446], [-0.359208361283244, 39.48785430286403], [-0.357472016290899, 39.48763465005623], [-0.357556666691776, 39.487222173874045], [-0.359297799427772, 39.48746896039218], [-0.359358792368311, 39.48718206734693], [-0.359345789904768, 39.48698808417953], [-0.359352864065135, 39.486839600943554], [-0.359372545570422, 39.48672293478748], [-0.359308819393744, 39.48627555436465], [-0.358801771575879, 39.486214481062866], [-0.358882396875334, 39.48579290357103], [-0.360298162201404, 39.48599624349439], [-0.3602427702824, 39.48634632545711], [-0.360262090188259, 39.487986352950884], [-0.360763735360839, 39.48805630590529], [-0.360551360680678, 39.48848390040329], [-0.360253708528092, 39.489071714076225], [-0.359011888881879, 39.4889173711471]]]"
512,Feature,14,22,1422,Polygon,"[[[-0.357768952681354, 39.488753980819965], [-0.357258423448047, 39.48868831720035], [-0.357472016290899, 39.48763465005623], [-0.359208361283244, 39.48785430286403], [-0.359108385729224, 39.488306971178446], [-0.359011888881879, 39.4889173711471], [-0.357768952681354, 39.488753980819965]]]"
513,Feature,5,3,0503,Polygon,"[[[-0.38573155432009, 39.489427058716316], [-0.385542540270784, 39.489274161525465], [-0.384456837068063, 39.48877226293436], [-0.383699004395877, 39.48842187738625], [-0.386436159892885, 39.48784385951408], [-0.38691944994166, 39.489160996764284], [-0.386158727364994, 39.48933306900751], [-0.38573155432009, 39.489427058716316]]]"
514,Feature,5,41,0541,Polygon,"[[[-0.371860614475724, 39.48889791874116], [-0.372166564369933, 39.48826071458217], [-0.372615548358578, 39.48735648211312], [-0.375275846856271, 39.48787605529282], [-0.375334973432433, 39.48819720102042], [-0.374948003447881, 39.48913437569267], [-0.371860614475724, 39.48889791874116]]]"
515,Feature,5,4,0504,Polygon,"[[[-0.38691944994166, 39.489160996764284], [-0.386436159892885, 39.48784385951408], [-0.38824307996487, 39.48744306245868], [-0.389470866973496, 39.48855620807272], [-0.38691944994166, 39.489160996764284]]]"
516,Feature,14,11,1411,Polygon,"[[[-0.360763735360839, 39.48805630590529], [-0.361096376353401, 39.487388206952254], [-0.362354969886016, 39.487578943232236], [-0.362427090135081, 39.487458962630846], [-0.36288607021543, 39.487811712807186], [-0.363050293311266, 39.48794606666638], [-0.362294086723563, 39.4885550080537], [-0.360551360680678, 39.48848390040329], [-0.360763735360839, 39.48805630590529]]]"
517,Feature,14,10,1410,Polygon,"[[[-0.360763735360839, 39.48805630590529], [-0.360262090188259, 39.487986352950884], [-0.3602427702824, 39.48634632545711], [-0.360298162201404, 39.48599624349439], [-0.360367673233726, 39.48556089932005], [-0.360562217342405, 39.48497074274451], [-0.362080914090456, 39.48541062616882], [-0.361733301316934, 39.48610991878108], [-0.361390377850861, 39.48680030802654], [-0.361096376353401, 39.487388206952254], [-0.360763735360839, 39.48805630590529]]]"
518,Feature,16,28,1628,Polygon,"[[[-0.397369753231729, 39.48753975364775], [-0.394537537421915, 39.48877804075004], [-0.393277818716949, 39.48702010706731], [-0.393434428323676, 39.486951550589005], [-0.396006371748404, 39.48585159702175], [-0.396209860705165, 39.48610389785494], [-0.397369753231729, 39.48753975364775]]]"
519,Feature,5,40,0540,Polygon,"[[[-0.372166564369933, 39.48826071458217], [-0.370991935261209, 39.48792334050544], [-0.371551689710831, 39.486490103254404], [-0.372189437511297, 39.48668920798448], [-0.372733737131479, 39.486688004022234], [-0.374809125171924, 39.486491678887276], [-0.375275846856271, 39.48787605529282], [-0.372615548358578, 39.48735648211312], [-0.372166564369933, 39.48826071458217]]]"
520,Feature,4,16,0416,Polygon,"[[[-0.390523528698678, 39.48823301811826], [-0.389470866973496, 39.48855620807272], [-0.390171843588159, 39.48706749592979], [-0.390653093819686, 39.48610986499818], [-0.391219242806807, 39.486320770414615], [-0.392074242896841, 39.48755164034126], [-0.390523528698678, 39.48823301811826]]]"
521,Feature,4,12,0412,Polygon,"[[[-0.389470866973496, 39.48855620807272], [-0.38824307996487, 39.48744306245868], [-0.387545782593793, 39.48681479175017], [-0.387305237011226, 39.48660218189573], [-0.387446158277143, 39.48631256658328], [-0.388276801530728, 39.48597990007394], [-0.388586447445348, 39.486617471873004], [-0.388949940406461, 39.486729241561484], [-0.390171843588159, 39.48706749592979], [-0.389470866973496, 39.48855620807272]]]"
522,Feature,5,9,0509,Polygon,"[[[-0.383699004395877, 39.48842187738625], [-0.381637621918996, 39.487276375309676], [-0.381061883554418, 39.48706971144214], [-0.381225469347864, 39.48669953602125], [-0.381303340995222, 39.48663822998528], [-0.381552618389426, 39.48621142859236], [-0.381884577999657, 39.48582702909372], [-0.382274585661973, 39.48594842586688], [-0.382726412699986, 39.486048692050105], [-0.382974428319384, 39.48608130483348], [-0.383551829844799, 39.48610782188981], [-0.383692115063961, 39.486300164420214], [-0.383949897226745, 39.48696360678131], [-0.384949352187794, 39.48676088733804], [-0.38509037927821, 39.48714693276546], [-0.38609107195779, 39.48693071823343], [-0.386436159892885, 39.48784385951408], [-0.383699004395877, 39.48842187738625]]]"
